,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
780,bad,1,owner,60,33,married,no_rec,partime,75,76,2500,550,800,1105
781,good,6,other,60,25,married,no_rec,fixed,60,98,0,0,600,1131
782,bad,0,owner,18,50,married,no_rec,freelance,135,174,2000,0,700,1256
783,good,22,owner,60,37,married,no_rec,fixed,60,132,6000,1500,1400,1571
784,good,5,parents,36,27,single,no_rec,fixed,35,105,9500,2350,1000,1443
785,good,3,owner,60,47,married,no_rec,fixed,75,300,8000,0,1060,1160
786,good,1,parents,48,22,married,no_rec,fixed,45,117,0,0,768,896
787,good,20,other,60,39,married,no_rec,fixed,60,119,0,0,1300,1639
788,good,0,owner,24,46,married,no_rec,fixed,90,140,30000,0,350,1571
789,bad,1,parents,48,19,single,no_rec,fixed,35,70,0,0,1000,1075
790,good,8,owner,60,24,single,no_rec,freelance,35,265,8000,0,1200,1590
791,good,12,rent,36,43,married,no_rec,fixed,78,180,0,0,1600,2200
792,good,1,owner,36,42,married,no_rec,partime,60,62,3000,0,300,450
793,good,5,priv,24,32,single,no_rec,freelance,35,189,7750,3900,1000,1536
794,bad,1,rent,60,27,single,no_rec,fixed,43,75,0,0,1000,1375
795,bad,0,parents,60,34,single,no_rec,partime,35,70,0,0,900,1005
796,good,10,owner,60,43,married,no_rec,fixed,75,188,5000,0,1000,1264
797,good,5,parents,36,21,single,no_rec,fixed,35,150,0,0,1000,1313
798,good,13,owner,48,36,married,no_rec,fixed,45,124,3000,0,700,1365
799,good,3,parents,60,23,single,no_rec,fixed,45,113,4000,0,900,1105
800,good,15,other,24,40,married,no_rec,fixed,75,98,0,0,500,1100
801,good,6,parents,24,25,single,no_rec,fixed,35,184,5000,0,850,1480
802,good,12,priv,60,38,married,yes_rec,fixed,90,195,1500,200,1150,1310
803,good,2,rent,36,58,married,no_rec,others,61,159,10000,0,950,1265
804,bad,2,priv,24,41,married,yes_rec,freelance,135,959,2000,500,1050,1474
805,good,20,rent,36,39,married,no_rec,freelance,92,170,12000,0,950,980
806,good,1,parents,24,19,single,no_rec,fixed,35,28,0,0,400,600
807,bad,2,rent,48,31,married,no_rec,freelance,102,268,0,0,1400,1635
808,bad,0,owner,48,28,married,no_rec,partime,60,155,4500,1641,800,1376
809,good,24,rent,36,49,married,no_rec,fixed,84,240,0,0,675,675
810,good,0,owner,60,47,married,yes_rec,fixed,90,500,20000,0,1800,2000
811,bad,4,owner,60,42,married,no_rec,fixed,75,135,4000,0,978,978
812,bad,3,parents,60,25,single,no_rec,partime,35,225,0,0,1130,1130
813,good,3,owner,48,48,married,no_rec,freelance,45,100,4000,0,1600,2600
814,good,30,owner,36,52,married,no_rec,fixed,60,190,5000,0,800,950
815,bad,1,owner,60,37,married,no_rec,freelance,60,200,9000,0,1400,1493
816,good,4,rent,36,45,married,no_rec,fixed,105,154,12000,0,600,2240
817,good,13,owner,60,30,married,no_rec,fixed,45,210,14000,0,1100,1224
818,bad,4,rent,36,38,married,yes_rec,fixed,60,145,0,0,650,1000
819,bad,22,owner,60,50,married,no_rec,fixed,90,210,16000,0,2100,2500
820,bad,1,parents,60,29,married,yes_rec,partime,35,102,0,0,1100,1120
821,bad,10,rent,24,52,married,no_rec,freelance,45,91,2000,0,400,1242
822,good,0,owner,36,42,married,no_rec,fixed,105,75,10000,0,400,725
823,good,0,owner,36,37,married,no_rec,freelance,75,150,7000,1500,500,720
824,good,1,parents,36,36,single,no_rec,fixed,35,120,0,0,1000,2470
825,bad,15,rent,60,33,married,yes_rec,freelance,64,36,0,0,1150,1150
826,good,15,owner,36,41,married,no_rec,freelance,90,129,16000,0,1000,1655
827,good,6,parents,60,23,married,no_rec,fixed,45,125,0,0,900,1389
828,good,8,other,48,30,married,no_rec,fixed,75,156,0,0,1100,1310
829,bad,12,owner,60,27,married,no_rec,fixed,60,72,2500,1300,750,758
830,good,8,other,24,33,married,no_rec,fixed,75,166,0,0,1150,1770
831,bad,1,parents,36,23,single,no_rec,partime,35,75,0,0,350,425
832,good,22,owner,24,41,married,no_rec,fixed,90,125,4700,400,250,1035
833,good,20,rent,60,52,married,no_rec,freelance,70,250,4100,0,1200,1226
834,good,25,owner,36,58,married,no_rec,fixed,45,128,30000,0,1500,1750
835,good,11,owner,36,46,married,no_rec,fixed,60,155,16500,0,1000,1800
836,good,4,owner,60,28,married,no_rec,fixed,60,459,22000,9700,600,2150
837,good,9,owner,48,38,married,no_rec,fixed,75,360,8000,4000,1700,1713
838,bad,1,rent,36,39,married,no_rec,fixed,85,100,0,0,600,975
839,good,10,rent,60,24,married,no_rec,fixed,53,80,0,0,400,650
840,good,4,owner,60,41,married,no_rec,fixed,90,250,10000,2000,800,916
841,good,24,other,36,51,married,no_rec,fixed,45,105,0,0,625,625
842,good,30,owner,36,56,married,yes_rec,freelance,105,300,30000,1300,1100,1318
843,good,1,other,24,24,married,no_rec,freelance,60,137,0,0,300,750
844,good,20,owner,12,49,married,no_rec,fixed,90,110,15000,0,125,325
845,good,1,owner,36,21,single,no_rec,fixed,35,127,10000,0,850,1014
846,bad,13,owner,60,34,separated,no_rec,fixed,35,56,7000,1500,1250,1525
847,good,1,owner,60,38,married,no_rec,fixed,90,75,5000,0,1000,1144
848,good,2,owner,36,58,widow,no_rec,others,35,52,4000,0,400,550
849,good,0,parents,60,39,single,no_rec,fixed,35,100,0,0,1000,1556
850,good,14,rent,60,60,married,no_rec,fixed,62,170,8000,0,915,1396
851,good,6,priv,60,23,single,no_rec,fixed,35,150,5050,3800,1000,2470
852,good,17,owner,12,37,married,no_rec,fixed,75,188,7000,1000,600,1890
853,good,8,priv,36,48,married,yes_rec,fixed,75,175,1000,0,475,575
854,good,4,parents,60,26,married,no_rec,fixed,45,64,0,0,1150,1294
855,bad,1,parents,36,23,single,no_rec,partime,35,110,0,0,650,710
856,good,13,owner,60,34,married,no_rec,fixed,45,186,3000,0,1900,2600
857,good,19,owner,60,46,single,no_rec,fixed,75,140,6000,0,1800,1849
858,good,12,owner,12,51,married,no_rec,freelance,45,200,2000,0,350,450
859,good,13,owner,60,45,married,no_rec,fixed,90,135,4750,3500,1100,1369
860,good,4,owner,60,55,married,no_rec,fixed,45,130,9000,0,1800,2281
861,bad,0,owner,48,39,married,no_rec,freelance,60,200,5500,0,3075,4575
862,good,6,parents,60,33,married,yes_rec,partime,60,33,0,0,1250,1332
863,good,12,rent,36,52,married,no_rec,freelance,75,69,3500,0,200,1240
864,good,11,owner,60,26,married,no_rec,fixed,45,90,3000,0,900,931
865,good,31,owner,60,47,married,no_rec,fixed,60,175,8000,1500,1000,1330
866,good,2,owner,18,31,married,no_rec,partime,90,197,5000,300,860,1192
867,bad,3,owner,48,50,married,no_rec,fixed,90,125,12000,0,800,950
868,good,6,owner,36,39,married,yes_rec,freelance,45,170,14000,1200,1100,1900
869,bad,10,rent,48,36,married,yes_rec,freelance,100,247,0,0,1500,1810
870,bad,0,other,60,47,married,yes_rec,others,45,250,100000,0,1300,1700
871,good,20,owner,24,45,married,no_rec,fixed,75,130,5000,0,450,1318
872,good,8,other,24,40,married,yes_rec,fixed,75,207,0,0,600,750
873,bad,15,rent,60,36,married,yes_rec,freelance,97,65,0,0,1000,1168
874,good,2,owner,36,43,married,yes_rec,freelance,90,180,8000,560,700,1300
875,bad,4,owner,48,44,married,no_rec,freelance,60,250,40000,9300,700,1111
876,good,1,owner,60,55,married,no_rec,others,45,129,3000,0,970,1264
877,bad,0,rent,60,32,married,no_rec,freelance,90,159,0,0,1600,1692
878,bad,1,other,48,26,single,no_rec,partime,35,116,2000,0,1100,1123
879,good,9,owner,60,33,married,no_rec,fixed,75,88,2500,0,1000,1386
880,good,11,rent,24,27,married,no_rec,partime,72,120,0,0,900,1395
881,bad,2,rent,60,24,married,no_rec,fixed,70,100,0,0,900,1127
882,good,0,owner,60,29,married,no_rec,fixed,60,100,5000,0,800,960
883,bad,1,parents,60,20,single,no_rec,freelance,35,113,13000,0,1500,2179
884,good,20,owner,36,46,married,yes_rec,freelance,105,80,9000,0,850,886
885,good,30,owner,60,62,married,no_rec,fixed,60,150,3200,400,800,1314
886,bad,0,other,36,49,married,yes_rec,freelance,75,52,0,0,2400,2800
887,good,2,parents,60,27,single,no_rec,fixed,35,71,3500,0,600,960
888,bad,1,rent,60,52,divorced,no_rec,fixed,55,99,0,0,750,873
889,good,2,other,36,26,single,no_rec,fixed,35,63,0,0,300,1111
890,bad,5,owner,60,43,married,yes_rec,freelance,75,166,7000,700,1000,1040
891,good,15,parents,60,34,married,no_rec,fixed,45,108,0,0,1000,1995
892,good,15,rent,60,37,married,no_rec,fixed,58,134,500,0,900,1333
893,good,5,rent,36,37,married,no_rec,fixed,74,138,0,0,900,1358
894,good,3,owner,48,39,married,no_rec,fixed,60,110,3000,0,1270,1613
895,good,2,owner,60,26,married,no_rec,fixed,45,160,3500,0,1300,1855
896,good,2,owner,60,34,married,no_rec,fixed,60,176,4000,450,1800,2271
897,bad,1,parents,60,30,separated,no_rec,partime,35,70,0,0,925,925
898,good,4,rent,60,26,married,no_rec,fixed,51,60,0,0,1750,1950
899,good,20,other,6,58,married,yes_rec,fixed,45,130,0,0,500,2058
900,good,1,parents,60,36,single,no_rec,fixed,35,176,0,0,1100,1600
901,good,13,owner,60,40,married,no_rec,fixed,90,130,3000,0,800,860
902,good,7,owner,36,49,widow,no_rec,fixed,35,108,12000,0,350,875
903,good,15,owner,60,55,married,no_rec,freelance,60,144,6500,3650,1200,1710
904,good,1,owner,60,25,married,no_rec,freelance,60,150,10000,2000,1000,1260
905,good,6,rent,36,33,married,no_rec,fixed,108,183,0,0,950,1705
906,good,18,rent,60,38,married,no_rec,fixed,56,108,0,0,1000,1307
907,good,15,other,36,38,married,yes_rec,freelance,90,200,6000,0,1550,1982
908,good,11,rent,12,33,married,no_rec,fixed,78,180,0,0,300,1479
909,good,15,rent,60,42,married,no_rec,fixed,58,130,0,0,1000,1308
910,bad,1,rent,48,47,married,no_rec,fixed,74,140,0,0,2000,2201
911,good,0,owner,60,25,married,no_rec,fixed,75,141,3500,0,1250,1350
912,good,17,owner,48,42,married,no_rec,fixed,60,127,3500,0,700,1386
913,good,21,owner,48,52,married,no_rec,fixed,60,117,3000,0,1650,2276
914,good,13,rent,36,36,married,yes_rec,fixed,88,130,0,0,400,1608
915,good,5,owner,60,28,married,yes_rec,freelance,75,240,3000,0,1300,1585
916,good,18,parents,60,33,single,yes_rec,fixed,35,425,0,0,900,1320
917,good,10,owner,60,46,married,yes_rec,freelance,75,800,25000,2050,2600,3190
918,good,3,parents,60,22,single,no_rec,fixed,35,80,0,0,1000,1500
919,good,1,rent,60,22,single,no_rec,fixed,45,95,0,0,1250,1571
920,bad,3,owner,60,23,single,no_rec,partime,35,71,1500,0,1150,1386
921,good,8,other,60,29,married,no_rec,fixed,45,135,0,0,1400,1680
922,good,4,parents,36,29,single,no_rec,fixed,35,47,0,0,400,450
923,good,10,parents,12,37,married,no_rec,fixed,90,250,3000,0,240,1488
924,good,3,other,12,30,single,no_rec,freelance,35,150,0,0,920,1396
925,good,29,owner,48,52,married,no_rec,fixed,60,118,6500,0,750,1255
926,good,12,owner,48,46,married,no_rec,fixed,60,130,6000,0,1480,1883
927,good,15,owner,36,51,married,no_rec,fixed,45,125,4000,200,375,375
928,good,5,rent,60,28,married,no_rec,freelance,77,171,0,0,2500,3070
929,good,0,owner,36,33,married,no_rec,fixed,45,265,2500,1100,1400,2189
930,good,10,rent,60,39,single,no_rec,freelance,45,100,0,0,1450,1692
931,bad,4,rent,60,33,married,no_rec,freelance,82,69,0,0,2000,2216
932,good,12,owner,48,40,married,no_rec,fixed,75,293,4000,0,1298,1298
933,good,13,priv,24,59,widow,no_rec,fixed,35,87,1200,0,425,750
934,good,16,owner,60,32,married,no_rec,fixed,45,110,6000,2000,1400,1830
935,good,2,owner,60,45,married,no_rec,freelance,75,75,2500,0,1100,1242
936,bad,3,other,48,38,married,no_rec,freelance,75,40,3500,0,600,882
937,good,4,owner,60,26,married,no_rec,fixed,45,140,3500,1500,600,1137
938,bad,0,rent,24,29,married,no_rec,freelance,60,122,0,0,275,275
939,bad,0,parents,36,21,single,no_rec,partime,45,161,2500,0,580,580
940,good,2,parents,6,31,single,no_rec,fixed,35,70,0,0,850,1403
941,good,18,owner,36,32,married,no_rec,fixed,75,65,2500,0,700,957
942,good,4,other,24,40,married,no_rec,partime,60,66,0,0,1300,1300
943,bad,4,rent,48,29,married,yes_rec,fixed,42,73,0,0,579,1097
944,good,7,rent,36,33,married,no_rec,freelance,78,178,0,0,700,1033
945,good,0,parents,60,29,separated,no_rec,partime,35,140,0,0,763,913
946,bad,2,owner,60,57,single,no_rec,freelance,35,50,15000,0,960,962
947,bad,2,owner,60,23,married,no_rec,fixed,45,78,5000,6300,1075,1123
948,bad,10,owner,36,36,married,no_rec,freelance,75,60,10000,0,1000,1400
949,good,11,owner,60,38,married,no_rec,freelance,60,350,7500,0,1500,1800
950,good,1,rent,48,45,married,no_rec,fixed,59,140,0,0,1800,1980
951,good,2,owner,36,51,married,no_rec,partime,75,125,4500,0,600,989
952,good,22,rent,48,42,married,yes_rec,fixed,102,121,0,0,1000,1250
953,good,0,owner,60,22,single,no_rec,partime,35,155,6500,0,1100,1646
954,good,2,priv,48,26,single,no_rec,fixed,35,133,3000,0,1000,1114
955,good,20,owner,60,51,married,no_rec,fixed,75,117,2000,0,1000,1365
956,bad,1,parents,36,33,single,no_rec,fixed,35,125,0,0,600,1600
957,good,5,priv,48,43,married,yes_rec,fixed,75,136,2500,500,940,1133
958,good,3,owner,12,32,married,no_rec,freelance,75,25,3600,1800,100,550
959,bad,11,rent,36,52,married,no_rec,fixed,93,176,0,0,350,350
960,good,20,other,12,65,married,yes_rec,freelance,45,430,70000,0,1000,1321
961,bad,1,rent,60,32,married,no_rec,fixed,88,125,0,0,1200,1225
962,good,8,owner,60,29,widow,no_rec,fixed,35,79,4000,0,850,950
963,bad,1,rent,36,25,married,yes_rec,partime,69,92,0,0,475,550
964,good,0,parents,60,22,married,no_rec,fixed,45,176,0,0,1150,1277
965,bad,2,priv,60,53,married,no_rec,fixed,75,85,7000,0,1050,1172
966,good,1,owner,24,47,married,no_rec,fixed,90,188,9000,0,700,1318
967,good,2,rent,48,34,married,no_rec,freelance,75,300,0,0,1700,2185
968,bad,1,parents,60,23,single,no_rec,fixed,35,100,0,0,1500,2610
969,good,13,rent,60,54,married,no_rec,fixed,57,120,0,0,1000,1257
970,good,1,parents,12,22,single,no_rec,partime,35,60,0,0,100,600
971,bad,1,rent,48,46,married,no_rec,fixed,103,125,1500,0,1100,1408
972,good,19,owner,12,42,married,no_rec,fixed,90,464,5000,0,1100,2413
973,good,5,parents,60,45,married,yes_rec,fixed,35,176,0,0,1000,1388
974,good,19,parents,60,49,single,no_rec,fixed,35,90,0,0,1600,1636
975,good,8,owner,60,28,married,no_rec,freelance,60,200,9000,0,750,850
976,good,1,parents,24,22,single,no_rec,fixed,35,415,0,0,700,1757
977,good,11,owner,60,27,married,no_rec,fixed,45,318,8000,3300,1350,1600
978,good,6,owner,18,33,single,no_rec,fixed,35,163,6000,0,1200,2022
979,bad,4,rent,60,52,married,no_rec,fixed,97,72,0,0,1200,1200
980,good,2,owner,60,34,married,no_rec,fixed,45,156,5000,198,1550,1550
981,bad,0,owner,36,43,widow,no_rec,others,35,49,2000,0,400,710
982,good,8,owner,60,40,married,no_rec,fixed,75,110,3000,0,950,1286
983,good,3,owner,60,31,married,no_rec,fixed,45,140,5500,1200,900,1400
984,good,2,owner,36,31,married,no_rec,freelance,60,92,2500,850,600,1638
985,bad,4,rent,60,27,widow,yes_rec,freelance,35,74,0,0,1700,1700
986,good,6,owner,24,42,married,no_rec,partime,60,145,3000,0,500,1850
987,good,2,parents,60,35,married,no_rec,fixed,75,104,0,0,1200,1677
988,good,4,owner,36,42,married,yes_rec,freelance,75,400,12000,0,1500,1900
989,good,0,owner,48,24,married,no_rec,partime,45,95,5000,0,1000,1601
990,good,5,owner,6,31,married,no_rec,freelance,60,150,5000,0,300,1200
991,good,1,parents,12,53,single,no_rec,fixed,35,160,0,0,250,1456
992,good,14,owner,60,59,married,no_rec,fixed,60,177,10000,0,1450,1456
993,good,12,owner,48,38,married,no_rec,fixed,60,85,3000,0,500,960
994,bad,6,rent,36,49,married,yes_rec,freelance,113,380,0,0,1000,1337
995,good,13,owner,60,42,married,no_rec,fixed,60,107,4000,0,1000,1359
996,good,0,owner,36,54,married,no_rec,others,45,134,2500,0,625,801
997,bad,2,rent,60,24,single,no_rec,fixed,35,81,0,0,850,989
998,good,21,rent,60,39,married,no_rec,fixed,124,191,2000,0,2000,2536
999,bad,0,owner,60,48,married,no_rec,partime,75,100,7000,0,1000,1129
1000,good,2,parents,36,20,single,no_rec,fixed,35,110,0,0,500,1314
1001,bad,5,other,48,32,married,yes_rec,fixed,45,225,0,0,1000,1812
1002,good,15,parents,60,51,married,yes_rec,fixed,60,100,0,0,300,1742
1003,good,35,owner,48,54,married,no_rec,fixed,60,217,5000,0,1250,1455
1004,bad,3,other,36,40,married,yes_rec,fixed,75,176,0,0,950,1150
1005,good,3,owner,24,29,married,no_rec,fixed,45,254,6000,800,500,1900
1006,bad,3,other,60,27,married,no_rec,fixed,90,126,4000,0,1400,1800
1007,good,0,owner,60,57,married,no_rec,freelance,45,200,3500,0,950,1070
1008,bad,1,other,60,36,married,no_rec,fixed,60,101,0,0,850,1098
1009,bad,10,parents,60,31,married,no_rec,fixed,60,119,0,0,1600,1750
1010,good,0,owner,48,22,single,no_rec,fixed,35,152,4000,0,1210,1325
1011,bad,0,parents,48,40,married,no_rec,partime,90,113,3500,0,600,710
1012,good,18,other,36,54,married,no_rec,fixed,75,119,0,0,300,1268
1013,bad,0,rent,60,39,single,yes_rec,fixed,35,267,0,0,2350,2679
1014,good,8,parents,60,26,single,no_rec,freelance,35,75,7000,0,850,989
1015,good,21,rent,60,36,married,no_rec,fixed,83,80,0,0,1220,1505
1016,bad,0,parents,36,22,married,no_rec,partime,60,137,0,0,700,900
1017,good,4,priv,36,26,married,no_rec,fixed,45,107,3000,0,700,700
1018,bad,5,owner,60,36,married,no_rec,freelance,90,62,3000,0,650,1295
1019,bad,5,owner,60,36,married,no_rec,freelance,90,62,3000,0,650,1295
1020,good,19,rent,60,37,married,yes_rec,fixed,88,125,0,0,750,970
1021,bad,4,rent,60,28,married,no_rec,fixed,79,190,4000,0,1250,1250
1022,good,12,owner,24,56,married,yes_rec,fixed,60,124,1000,0,500,1495
1023,bad,3,owner,36,35,married,yes_rec,partime,60,144,3000,0,475,690
1024,bad,0,owner,60,31,married,yes_rec,fixed,45,184,3500,0,1550,1679
1025,good,5,parents,24,26,single,no_rec,freelance,35,100,0,0,800,2450
1026,good,10,owner,12,34,married,no_rec,fixed,75,80,4500,3500,300,1600
1027,good,2,rent,60,36,married,no_rec,fixed,58,129,0,0,1125,1575
1028,good,3,owner,24,29,married,no_rec,fixed,60,225,9000,0,600,980
1029,good,13,owner,48,33,married,no_rec,fixed,75,191,8000,2000,1400,1602
1030,good,2,rent,24,28,married,no_rec,fixed,75,150,0,0,512,1255
1031,good,5,priv,60,24,married,no_rec,fixed,45,127,2000,0,1000,1282
1032,bad,43,owner,60,57,married,yes_rec,fixed,45,283,8000,0,900,1168
1033,good,15,parents,60,34,single,no_rec,fixed,45,195,17000,0,1200,1200
1034,good,2,owner,36,38,married,no_rec,fixed,45,114,3600,0,650,1100
1035,good,0,rent,60,29,single,no_rec,fixed,35,64,0,0,1550,1700
1036,bad,0,rent,60,36,married,yes_rec,fixed,85,100,0,0,1100,1256
1037,good,0,rent,36,29,single,no_rec,partime,46,113,0,0,1100,1110
1038,good,9,owner,60,47,married,no_rec,freelance,75,178,50000,0,1850,1852
1039,good,15,owner,48,53,married,no_rec,freelance,75,100,17000,0,500,1114
1040,bad,3,rent,36,32,single,no_rec,freelance,35,100,0,0,950,1350
1041,good,10,owner,60,34,married,yes_rec,fixed,60,310,3000,0,1600,1849
1042,bad,2,other,60,21,single,no_rec,fixed,35,86,0,0,1400,1600
1043,good,10,other,36,32,single,no_rec,fixed,35,139,0,0,1100,2471
1044,good,0,owner,60,32,single,no_rec,partime,35,94,7500,0,1350,1583
1045,good,1,rent,36,24,married,no_rec,fixed,59,135,0,0,650,1136
1046,good,23,priv,60,51,married,yes_rec,fixed,45,110,2500,0,800,1343
1047,good,3,owner,48,29,married,no_rec,fixed,45,145,3500,0,700,1104
1048,good,4,parents,54,38,divorced,no_rec,fixed,35,53,0,0,850,1129
1049,good,18,owner,42,38,married,no_rec,freelance,75,229,8000,0,1700,1850
1050,bad,12,owner,60,47,married,yes_rec,freelance,75,285,20000,0,1440,1440
1051,good,2,rent,12,34,married,no_rec,freelance,69,240,0,0,500,700
1052,good,8,parents,60,22,single,no_rec,fixed,35,86,8000,0,1200,1214
1053,bad,24,priv,60,46,married,no_rec,fixed,60,165,3500,1300,1400,1530
1054,good,14,owner,60,39,married,no_rec,fixed,105,129,3500,1200,750,1888
1055,good,2,parents,60,28,married,no_rec,fixed,60,131,6000,0,1250,1346
1056,good,9,rent,60,39,married,no_rec,fixed,57,123,0,0,1000,1194
1057,bad,6,rent,48,53,separated,yes_rec,fixed,56,208,0,0,1200,1479
1058,good,23,owner,60,49,married,no_rec,fixed,60,133,2000,0,1000,1755
1059,good,3,owner,24,46,married,no_rec,freelance,75,500,14000,0,500,1095
1060,good,0,parents,36,56,married,yes_rec,fixed,35,102,6000,0,1000,1606
1061,good,15,owner,48,33,married,no_rec,fixed,75,150,3000,0,1000,1670
1062,good,0,parents,60,30,married,no_rec,fixed,75,100,5000,0,1350,1896
1063,good,1,rent,18,26,single,no_rec,fixed,46,110,0,0,500,600
1064,good,1,owner,60,34,married,no_rec,freelance,60,65,11000,0,1400,1500
1065,good,16,rent,60,36,single,yes_rec,fixed,47,120,5500,1700,1650,1852
1066,bad,2,parents,24,37,single,no_rec,fixed,35,78,0,0,800,1298
1067,good,12,owner,60,26,married,no_rec,fixed,60,187,6000,1000,1100,1175
1068,good,25,owner,60,62,married,no_rec,freelance,60,428,22000,0,1900,1994
1069,good,3,rent,60,41,married,no_rec,others,51,60,0,0,750,818
1070,bad,4,owner,60,37,married,no_rec,fixed,75,116,3000,575,950,950
1071,good,2,owner,36,32,married,no_rec,fixed,75,114,5000,0,1000,1853
1072,good,4,owner,48,32,married,no_rec,fixed,45,208,6500,5000,1000,1323
1073,good,16,owner,60,31,married,no_rec,fixed,75,123,4000,0,700,1698
1074,bad,0,rent,48,28,married,no_rec,partime,66,64,0,0,1100,1365
1075,good,10,owner,48,37,married,no_rec,fixed,75,350,7000,0,1000,1628
1076,bad,3,parents,36,21,single,no_rec,fixed,35,85,0,0,105,105
1077,good,5,rent,24,31,married,no_rec,fixed,84,90,0,0,400,2230
1078,good,16,rent,60,36,married,no_rec,fixed,100,250,0,0,1250,1816
1079,good,17,owner,60,34,married,no_rec,fixed,75,173,4000,1600,933,964
1080,bad,1,rent,36,25,single,no_rec,fixed,49,135,0,0,600,675
1081,good,20,other,60,36,married,no_rec,fixed,75,210,0,0,1330,1330
1082,good,7,rent,60,47,married,no_rec,fixed,53,80,0,0,1350,1612
1083,good,3,priv,6,24,single,no_rec,fixed,35,173,4800,0,475,1323
1084,good,13,owner,60,28,married,no_rec,fixed,60,130,5000,1500,900,1281
1085,good,10,owner,36,32,married,no_rec,fixed,75,112,5000,3600,400,830
1086,bad,2,rent,60,35,married,yes_rec,fixed,52,70,0,0,1000,1000
1087,bad,4,parents,36,28,single,no_rec,fixed,35,116,0,0,925,1350
1088,good,3,owner,48,26,married,no_rec,fixed,45,165,4000,600,950,1490
1089,good,13,owner,36,60,married,no_rec,freelance,60,116,4000,0,1000,1100
1090,good,2,owner,24,57,married,no_rec,others,45,25,2500,0,400,1034
1091,good,2,parents,36,34,separated,no_rec,fixed,35,130,4000,0,500,550
1092,bad,2,rent,60,57,married,no_rec,others,50,52,1800,0,800,866
1093,bad,0,other,24,46,single,yes_rec,fixed,35,78,0,0,550,550
1094,good,1,owner,60,28,married,no_rec,others,45,148,4500,0,1300,1695
1095,bad,0,owner,60,44,married,no_rec,others,60,246,25000,0,850,972
1096,good,12,rent,36,35,married,yes_rec,freelance,82,74,8000,0,475,550
1097,good,1,rent,60,21,single,no_rec,fixed,49,138,0,0,950,984
1098,bad,0,owner,36,45,married,yes_rec,others,90,155,5000,0,300,1012
1099,good,5,rent,48,31,married,no_rec,fixed,70,247,0,0,900,1039
1100,good,1,parents,48,27,single,no_rec,freelance,35,85,0,0,650,650
1101,good,0,owner,12,59,married,no_rec,freelance,45,42,4000,0,400,790
1102,good,17,ignore,60,55,married,no_rec,fixed,60,157,8000,0,1600,1600
1103,good,4,owner,60,36,married,yes_rec,fixed,75,236,3750,2000,1500,1615
1104,good,15,rent,60,41,married,no_rec,fixed,74,137,0,0,1000,1450
1105,good,28,owner,36,51,married,no_rec,freelance,60,152,10000,0,500,635
1106,bad,1,priv,60,35,married,no_rec,freelance,35,100,3000,0,1400,1411
1107,good,3,parents,60,33,single,no_rec,fixed,35,167,10000,0,2000,2250
1108,bad,0,rent,48,39,married,yes_rec,fixed,153,330,0,0,1000,1260
1109,good,7,rent,60,34,single,no_rec,fixed,60,250,9200,0,1500,1594
1110,bad,1,parents,36,22,single,no_rec,fixed,35,80,8000,0,490,690
1111,good,4,owner,36,25,single,no_rec,fixed,35,200,5000,0,900,1139
1112,good,35,owner,48,55,married,no_rec,freelance,60,84,13000,0,1390,1390
1113,good,19,owner,60,33,married,no_rec,fixed,75,200,10000,1620,1000,1671
1114,good,6,owner,60,28,married,no_rec,fixed,60,187,5000,0,1500,2180
1115,good,1,owner,60,24,single,no_rec,fixed,35,70,4000,0,1200,1505
1116,good,12,owner,60,38,married,no_rec,fixed,75,120,5000,0,1100,1172
1117,good,0,owner,60,30,married,no_rec,fixed,45,80,2000,200,1000,1331
1118,bad,15,rent,24,47,married,yes_rec,freelance,79,41,7000,0,1200,2257
1119,bad,3,rent,60,31,married,yes_rec,fixed,81,57,0,0,1400,1475
1120,bad,5,parents,36,26,single,no_rec,freelance,35,239,5000,3000,1200,2140
1121,good,0,parents,48,21,single,no_rec,fixed,35,70,0,0,1250,1365
1122,bad,0,rent,48,27,married,no_rec,freelance,70,250,0,0,860,970
1123,good,5,owner,60,65,married,no_rec,others,45,222,12000,0,600,1264
1124,good,14,owner,60,56,married,yes_rec,freelance,75,150,1,0,1000,1104
1125,good,10,owner,48,41,single,no_rec,fixed,35,175,3000,0,750,1128
1126,good,3,rent,36,25,single,no_rec,fixed,49,138,0,0,900,1717
1127,good,4,parents,36,27,married,no_rec,fixed,45,72,0,0,350,1426
1128,bad,0,owner,60,62,married,yes_rec,others,90,136,2650,0,600,790
1129,bad,10,owner,60,42,married,no_rec,freelance,90,40,5000,1600,2000,2550
1130,good,2,parents,60,25,single,no_rec,freelance,45,130,8500,0,1100,1380
1131,bad,1,parents,60,34,married,no_rec,fixed,75,190,0,0,700,719
1132,good,2,owner,60,24,married,no_rec,fixed,60,243,2500,1980,1250,1451
1133,good,2,rent,60,26,married,yes_rec,fixed,70,98,0,0,1100,1240
1134,bad,0,parents,24,21,single,yes_rec,partime,35,126,0,0,1150,1586
1135,bad,10,owner,48,35,married,no_rec,partime,75,55,4000,0,1500,1786
1136,bad,1,owner,60,49,married,no_rec,partime,105,88,2000,0,850,1149
1137,bad,1,owner,60,35,single,no_rec,partime,35,181,4500,0,1600,1912
1138,bad,14,priv,60,33,married,yes_rec,fixed,90,77,3400,0,1500,1813
1139,bad,4,parents,36,27,separated,yes_rec,fixed,35,110,0,0,300,550
